,level_0,level_1,correlation
70,Q3,Q89,0.3795724879242423
71,Q3,row_missing_percent,-0.058626146
72,Q3,Q84_1,-0.204029252
73,Q3,Q84_2,-0.094388858
74,Q3,Q84_3,-0.134627594
75,Q3,Q84_4,-0.011338501
76,Q3,Q84_5,0.27126621264475015
77,Q3,Q84_Y,-0.037684616
78,Q3,DRNO_A,-0.000681194
79,Q3,DRNO_B,-0.005805422
80,Q3,DRNO_C,0.017830757677676806
81,Q3,DRNO_D,-0.00787889
82,Q3,DHISP_A,-0.017832236
83,Q3,DHISP_B,0.017832235997713837
84,Q3,DDIS_A,-0.039809427
85,Q3,DDIS_B,0.039809427217335394
86,Q3,DAGEGRP_A,-0.036113169
87,Q3,DAGEGRP_B,0.036113169
88,Q3,DSUPER_A,-0.111080193
89,Q3,DSUPER_B,0.1110801931734473
90,Q3,DFEDTEN_A,-0.017033868
91,Q3,DFEDTEN_B,-0.037008565
92,Q3,DFEDTEN_C,0.056002069
93,Q3,DSEX_A,-0.01243561
94,Q3,DSEX_B,0.012435610202753212
95,Q3,DMIL_A,-0.017408535
96,Q3,DMIL_B,0.017408534866680647
97,Q3,DLEAVING,-0.340007915
98,Q4,Q2,0.5670879904156131
99,Q4,Q3,0.5798664577351568
100,Q4,Q4,1
101,Q4,Q6,0.5947147172395293
102,Q4,Q7,0.6263156039700473
103,Q4,Q46,0.5109501442127322
104,Q4,Q48,0.494785549
105,Q4,Q49,0.47098746769811073
106,Q4,Q50,0.4957106054739335
107,Q4,Q52,0.4883573396087331
108,Q4,Q55,0.46013634419135907
109,Q4,Q56,0.4503787579232214
110,Q4,Q57,0.4944433472093909
111,Q4,Q59,0.46105550090357317
112,Q4,Q60,0.43936218993386134
113,Q4,Q71,0.3911911899405119
114,Q4,Q72,0.4139692362945911
115,Q4,Q85,0.4631429705822234
116,Q4,Q86,0.47455348590954055
117,Q4,Q87,0.4612318724151296
118,Q4,Q88,0.3861731248549249
119,Q4,Q89,0.26157568943435006
120,Q4,row_missing_percent,-0.07324991
121,Q4,Q84_1,-0.208431907
122,Q4,Q84_2,-0.110469697
123,Q4,Q84_3,-0.121742639
124,Q4,Q84_4,-0.027228194
125,Q4,Q84_5,0.28194867562454556
126,Q4,Q84_Y,-0.034688614
127,Q4,DRNO_A,0.024260631
128,Q4,DRNO_B,-0.027451256
129,Q4,DRNO_C,0.020530127
130,Q4,DRNO_D,-0.010810211
131,Q4,DHISP_A,-0.030901816
132,Q4,DHISP_B,0.030901815943153887
133,Q4,DDIS_A,-0.048456254
134,Q4,DDIS_B,0.048456254
135,Q4,DAGEGRP_A,-0.007214296
136,Q4,DAGEGRP_B,0.007214296
137,Q4,DSUPER_A,-0.061641341
138,Q4,DSUPER_B,0.061641341
139,Q4,DFEDTEN_A,-0.016767598
140,Q4,DFEDTEN_B,-0.041170219
141,Q4,DFEDTEN_C,0.060081343843673585
142,Q4,DSEX_A,-0.01073208
143,Q4,DSEX_B,0.010732079977552789
144,Q4,DMIL_A,-0.022775391
145,Q4,DMIL_B,0.022775391020672494
146,Q4,DLEAVING,-0.290711402
147,Q6,Q2,0.7196221242464155
148,Q6,Q3,0.6528215237600984
149,Q6,Q4,0.5947147172395293
150,Q6,Q6,1
151,Q6,Q7,0.5871041731883817
152,Q6,Q46,0.5727319471359499
153,Q6,Q48,0.5031579331104549
154,Q6,Q49,0.477519821
155,Q6,Q50,0.509897175
156,Q6,Q52,0.49345558191721356
157,Q6,Q55,0.5661723783797415
158,Q6,Q56,0.5480419817458199
159,Q6,Q57,0.5418389815069814
160,Q6,Q59,0.5424549147573857
161,Q6,Q60,0.532068741
162,Q6,Q71,0.48913927305095917
163,Q6,Q72,0.48378961819049315
164,Q6,Q85,0.6057511999777572
165,Q6,Q86,0.5842255933844241
166,Q6,Q87,0.5784988308848171
167,Q6,Q88,0.4583438861972851
168,Q6,Q89,0.29505298652200257
169,Q6,row_missing_percent,-0.098749583
170,Q6,Q84_1,-0.239996143
171,Q6,Q84_2,-0.127811665
172,Q6,Q84_3,-0.150186561
173,Q6,Q84_4,-0.013344888
174,Q6,Q84_5,0.3156356515316877
175,Q6,Q84_Y,-0.041343053
176,Q6,DRNO_A,0.011182686216069965
177,Q6,DRNO_B,-0.014035259
178,Q6,DRNO_C,0.021215384396781414
179,Q6,DRNO_D,-0.017376293
180,Q6,DHISP_A,-0.034973922
181,Q6,DHISP_B,0.034973921639939606
182,Q6,DDIS_A,-0.06166015
183,Q6,DDIS_B,0.06166015
184,Q6,DAGEGRP_A,-0.00714895
185,Q6,DAGEGRP_B,0.00714895
186,Q6,DSUPER_A,-0.12312423
187,Q6,DSUPER_B,0.12312422991274173
188,Q6,DFEDTEN_A,7.3884279124964e-05
189,Q6,DFEDTEN_B,-0.040371867
190,Q6,DFEDTEN_C,0.042123841712016566
191,Q6,DSEX_A,0.001254318
192,Q6,DSEX_B,-0.001254318
193,Q6,DMIL_A,-0.025427178
194,Q6,DMIL_B,0.025427177783304136
195,Q6,DLEAVING,-0.400639029
196,Q7,Q2,0.5409336749976286
197,Q7,Q3,0.5743618296398341
198,Q7,Q4,0.6263156039700473
199,Q7,Q6,0.5871041731883817
200,Q7,Q7,1
201,Q7,Q46,0.4630020697660038
202,Q7,Q48,0.41869686694973973
203,Q7,Q49,0.3952428949534135
204,Q7,Q50,0.40546223316382485
205,Q7,Q52,0.3900812421811677
206,Q7,Q55,0.44978616665163046
207,Q7,Q56,0.45315805719968055
208,Q7,Q57,0.5175954164542869
209,Q7,Q59,0.4210770863403282
210,Q7,Q60,0.46410896611294794
211,Q7,Q71,0.3969347020327328
212,Q7,Q72,0.3922763715424062
213,Q7,Q85,0.49189427012156833
214,Q7,Q86,0.5161781151149997
215,Q7,Q87,0.48501722663501917
216,Q7,Q88,0.48927669625405684
217,Q7,Q89,0.36405633308897833
218,Q7,row_missing_percent,-0.052087199
219,Q7,Q84_1,-0.198017609
220,Q7,Q84_2,-0.098982007
221,Q7,Q84_3,-0.147265207
222,Q7,Q84_4,-0.042554341
223,Q7,Q84_5,0.26867080918535513
224,Q7,Q84_Y,-0.00128202
225,Q7,DRNO_A,0.030304147691993612
226,Q7,DRNO_B,-0.020121426
227,Q7,DRNO_C,0.004655706
228,Q7,DRNO_D,-0.02114922
229,Q7,DHISP_A,-0.02814988
230,Q7,DHISP_B,0.028149880339904867
231,Q7,DDIS_A,-0.047282258
232,Q7,DDIS_B,0.047282257880420266
233,Q7,DAGEGRP_A,0.008891904
234,Q7,DAGEGRP_B,-0.008891904
235,Q7,DSUPER_A,-0.113057865
236,Q7,DSUPER_B,0.11305786537977379
237,Q7,DFEDTEN_A,-0.000195989
238,Q7,DFEDTEN_B,-0.041127335
239,Q7,DFEDTEN_C,0.043187884
240,Q7,DSEX_A,-0.022536483
241,Q7,DSEX_B,0.022536483
242,Q7,DMIL_A,-0.048126268
243,Q7,DMIL_B,0.048126268
244,Q7,DLEAVING,-0.271428873
245,Q46,Q2,0.5981265063630736
246,Q46,Q3,0.4929031798367663
247,Q46,Q4,0.5109501442127322
248,Q46,Q6,0.5727319471359499
249,Q46,Q7,0.4630020697660038
250,Q46,Q46,1
251,Q46,Q48,0.7144684297952744
252,Q46,Q49,0.6931934527651611
253,Q46,Q50,0.7333597726809554
254,Q46,Q52,0.7241588989714641
255,Q46,Q55,0.5013646121826785
256,Q46,Q56,0.5277711233089847
257,Q46,Q57,0.5180130069103482
258,Q46,Q59,0.5434507468941253
259,Q46,Q60,0.4815117714529948
260,Q46,Q71,0.5146266680463778
261,Q46,Q72,0.646228251
262,Q46,Q85,0.4609636014444027
263,Q46,Q86,0.4495699996824635
264,Q46,Q87,0.4718457030223117
265,Q46,Q88,0.3928197989887912
266,Q46,Q89,0.28592816339960825
267,Q46,row_missing_percent,-0.10627381
268,Q46,Q84_1,-0.254428503
269,Q46,Q84_2,-0.141185013
270,Q46,Q84_3,-0.172347659
271,Q46,Q84_4,0.001344498
272,Q46,Q84_5,0.3019859540990605
273,Q46,Q84_Y,-0.020021355
274,Q46,DRNO_A,-0.013464279
275,Q46,DRNO_B,0.007580543
276,Q46,DRNO_C,0.016765517956990782
277,Q46,DRNO_D,-0.012641397
278,Q46,DHISP_A,-0.034696726
279,Q46,DHISP_B,0.034696726
280,Q46,DDIS_A,-0.042779795
281,Q46,DDIS_B,0.042779795
282,Q46,DAGEGRP_A,0.046410343
283,Q46,DAGEGRP_B,-0.046410343
284,Q46,DSUPER_A,-0.104503088
285,Q46,DSUPER_B,0.10450308795495887
286,Q46,DFEDTEN_A,0.036106361
287,Q46,DFEDTEN_B,-0.055276212
288,Q46,DFEDTEN_C,0.021067878184652306
289,Q46,DSEX_A,0.012504701063288616
290,Q46,DSEX_B,-0.012504701
291,Q46,DMIL_A,-0.016871315
292,Q46,DMIL_B,0.016871315216843003
293,Q46,DLEAVING,-0.325502332
294,Q48,Q2,0.533748552
295,Q48,Q3,0.44953035547303805
296,Q48,Q4,0.494785549
297,Q48,Q6,0.5031579331104549
298,Q48,Q7,0.41869686694973973
299,Q48,Q46,0.7144684297952744
300,Q48,Q48,1
301,Q48,Q49,0.8567368687267081
302,Q48,Q50,0.8381954909396946
303,Q48,Q52,0.7766040439688844
304,Q48,Q55,0.41488199678745974
305,Q48,Q56,0.44359845214651294
306,Q48,Q57,0.443115472
307,Q48,Q59,0.47750231562755197
308,Q48,Q60,0.3941160763401134
309,Q48,Q71,0.4151158160969814
310,Q48,Q72,0.552332446
311,Q48,Q85,0.391814975
312,Q48,Q86,0.3943913912847895
313,Q48,Q87,0.41350617875533374
314,Q48,Q88,0.3267199842002274
315,Q48,Q89,0.241269612
316,Q48,row_missing_percent,-0.104214358
317,Q48,Q84_1,-0.250354896
318,Q48,Q84_2,-0.110978167
319,Q48,Q84_3,-0.165863455
320,Q48,Q84_4,-0.004265767
321,Q48,Q84_5,0.2640564047802192
322,Q48,Q84_Y,0.001182592
323,Q48,DRNO_A,0.001936075
324,Q48,DRNO_B,0.000344877
325,Q48,DRNO_C,0.006298699
326,Q48,DRNO_D,-0.013625697
327,Q48,DHISP_A,-0.046891276
328,Q48,DHISP_B,0.046891276
329,Q48,DDIS_A,-0.053787491
330,Q48,DDIS_B,0.053787491
331,Q48,DAGEGRP_A,0.053810718703646246
332,Q48,DAGEGRP_B,-0.053810719
333,Q48,DSUPER_A,-0.028488474
334,Q48,DSUPER_B,0.028488474440309046
335,Q48,DFEDTEN_A,0.037121174
336,Q48,DFEDTEN_B,-0.046336813
337,Q48,DFEDTEN_C,0.010692133782935048
338,Q48,DSEX_A,-0.000364002
339,Q48,DSEX_B,0.000364002
340,Q48,DMIL_A,-0.022866197
341,Q48,DMIL_B,0.022866197
342,Q48,DLEAVING,-0.306517077
343,Q49,Q2,0.5006340055627853
344,Q49,Q3,0.4338603091686607
345,Q49,Q4,0.47098746769811073
346,Q49,Q6,0.477519821
347,Q49,Q7,0.3952428949534135
348,Q49,Q46,0.6931934527651611
349,Q49,Q48,0.8567368687267081
350,Q49,Q49,1
351,Q49,Q50,0.843675176
352,Q49,Q52,0.7770174435028565
353,Q49,Q55,0.3864735929845841
354,Q49,Q56,0.4293332026967238
355,Q49,Q57,0.4165368560309643
356,Q49,Q59,0.46287213826222723
357,Q49,Q60,0.38046042195992197
358,Q49,Q71,0.4145862231042686
359,Q49,Q72,0.5504815071785184
360,Q49,Q85,0.36849814600418623
361,Q49,Q86,0.37343390149440575
362,Q49,Q87,0.3872769027653312
363,Q49,Q88,0.3123702225193326
364,Q49,Q89,0.23693818092483393
365,Q49,row_missing_percent,-0.112579816
366,Q49,Q84_1,-0.248762869
367,Q49,Q84_2,-0.110051996
368,Q49,Q84_3,-0.156661449
369,Q49,Q84_4,-0.006382332
370,Q49,Q84_5,0.2542236374372207
371,Q49,Q84_Y,0.00450641
372,Q49,DRNO_A,-0.014265976
373,Q49,DRNO_B,0.021558606
374,Q49,DRNO_C,-0.001925439
375,Q49,DRNO_D,-0.021166739
376,Q49,DHISP_A,-0.03077556
377,Q49,DHISP_B,0.03077556
378,Q49,DDIS_A,-0.054902663
379,Q49,DDIS_B,0.054902663
380,Q49,DAGEGRP_A,0.073890636
381,Q49,DAGEGRP_B,-0.073890636
382,Q49,DSUPER_A,-0.025443256
383,Q49,DSUPER_B,0.025443256067270575
384,Q49,DFEDTEN_A,0.05440456
385,Q49,DFEDTEN_B,-0.04600797
386,Q49,DFEDTEN_C,-0.007223902
387,Q49,DSEX_A,0.00943473
388,Q49,DSEX_B,-0.00943473
389,Q49,DMIL_A,-0.018187413
390,Q49,DMIL_B,0.018187413305895996
391,Q49,DLEAVING,-0.294483556
392,Q50,Q2,0.5264152436227795
393,Q50,Q3,0.4564081952729818
394,Q50,Q4,0.4957106054739335
395,Q50,Q6,0.509897175
396,Q50,Q7,0.40546223316382485
397,Q50,Q46,0.7333597726809554
398,Q50,Q48,0.8381954909396946
399,Q50,Q49,0.843675176
400,Q50,Q50,1
401,Q50,Q52,0.8484375618153206
402,Q50,Q55,0.43389399
403,Q50,Q56,0.46884436200782753
404,Q50,Q57,0.4568140354349255
405,Q50,Q59,0.5073945690487387
406,Q50,Q60,0.4255839433920104
407,Q50,Q71,0.4395461335198503
408,Q50,Q72,0.5848012994124858
409,Q50,Q85,0.40586656552200684
410,Q50,Q86,0.4005434596682673
411,Q50,Q87,0.42434498211931115
412,Q50,Q88,0.32751518448856565
413,Q50,Q89,0.22491181381675177
414,Q50,row_missing_percent,-0.11440109
415,Q50,Q84_1,-0.256424622
416,Q50,Q84_2,-0.107419566
417,Q50,Q84_3,-0.15382962
418,Q50,Q84_4,0.005160764
419,Q50,Q84_5,0.2558490094976335
420,Q50,Q84_Y,-0.006996135
421,Q50,DRNO_A,-0.03305082
422,Q50,DRNO_B,0.021387095
423,Q50,DRNO_C,0.019259165
424,Q50,DRNO_D,-0.008461711
425,Q50,DHISP_A,-0.024641274
426,Q50,DHISP_B,0.024641274
427,Q50,DDIS_A,-0.057375808
428,Q50,DDIS_B,0.057375808426471504
429,Q50,DAGEGRP_A,0.062662015
430,Q50,DAGEGRP_B,-0.062662015
431,Q50,DSUPER_A,-0.037681829
432,Q50,DSUPER_B,0.037681829
433,Q50,DFEDTEN_A,0.056930936
434,Q50,DFEDTEN_B,-0.045088489
435,Q50,DFEDTEN_C,-0.010753605
436,Q50,DSEX_A,0.019562830806687446
437,Q50,DSEX_B,-0.019562831
438,Q50,DMIL_A,-0.010822959
439,Q50,DMIL_B,0.010822959419646628
440,Q50,DLEAVING,-0.316642054
441,Q52,Q2,0.5112066591843041
442,Q52,Q3,0.43707189735800744
443,Q52,Q4,0.4883573396087331
444,Q52,Q6,0.49345558191721356
445,Q52,Q7,0.3900812421811677
446,Q52,Q46,0.7241588989714641
447,Q52,Q48,0.7766040439688844
448,Q52,Q49,0.7770174435028565
449,Q52,Q50,0.8484375618153206
450,Q52,Q52,1
451,Q52,Q55,0.42124106668095346
452,Q52,Q56,0.4422198295347798
453,Q52,Q57,0.4436761859107565
454,Q52,Q59,0.526504009
455,Q52,Q60,0.3999112125391366
456,Q52,Q71,0.41853275936270995
457,Q52,Q72,0.5710442649495648
458,Q52,Q85,0.3888166211837944
459,Q52,Q86,0.38331500253672357
460,Q52,Q87,0.3979201990720192
461,Q52,Q88,0.2952261793639621
462,Q52,Q89,0.1987901775543047
463,Q52,row_missing_percent,-0.088824708
464,Q52,Q84_1,-0.240670194
465,Q52,Q84_2,-0.110408724
466,Q52,Q84_3,-0.145794595
467,Q52,Q84_4,0.024457077767624843
468,Q52,Q84_5,0.22904800827424485
469,Q52,Q84_Y,-0.010228304
470,Q52,DRNO_A,-0.011386286
471,Q52,DRNO_B,0.015736734
472,Q52,DRNO_C,0.001388509
473,Q52,DRNO_D,-0.017112663
474,Q52,DHISP_A,-0.033809275
475,Q52,DHISP_B,0.033809275
476,Q52,DDIS_A,-0.043566761
477,Q52,DDIS_B,0.043566760971885714
478,Q52,DAGEGRP_A,0.041003472
479,Q52,DAGEGRP_B,-0.041003472
480,Q52,DSUPER_A,-0.022131899
481,Q52,DSUPER_B,0.022131899078903127
482,Q52,DFEDTEN_A,0.042098913408872785
483,Q52,DFEDTEN_B,-0.039403938
484,Q52,DFEDTEN_C,-0.001615451
485,Q52,DSEX_A,0.009021895
486,Q52,DSEX_B,-0.009021895
487,Q52,DMIL_A,-0.003353925
488,Q52,DMIL_B,0.003353925
489,Q52,DLEAVING,-0.311848428
490,Q55,Q2,0.5999646671396154
491,Q55,Q3,0.483486572
492,Q55,Q4,0.46013634419135907
493,Q55,Q6,0.5661723783797415
494,Q55,Q7,0.44978616665163046
495,Q55,Q46,0.5013646121826785
496,Q55,Q48,0.41488199678745974
497,Q55,Q49,0.3864735929845841
498,Q55,Q50,0.43389399
499,Q55,Q52,0.42124106668095346
500,Q55,Q55,1
501,Q55,Q56,0.8253504024129534
502,Q55,Q57,0.6824862762178668
503,Q55,Q59,0.6767031811023858
504,Q55,Q60,0.8051513146351423
505,Q55,Q71,0.505730041
506,Q55,Q72,0.4451094833466882
507,Q55,Q85,0.5432116941514925
508,Q55,Q86,0.487399907
509,Q55,Q87,0.5616824693210114
510,Q55,Q88,0.44263674267603076
511,Q55,Q89,0.3022828164424915
512,Q55,row_missing_percent,-0.094000549
513,Q55,Q84_1,-0.217584638
514,Q55,Q84_2,-0.126192412
515,Q55,Q84_3,-0.156395065
516,Q55,Q84_4,0.006752227
517,Q55,Q84_5,0.3352553127151522
518,Q55,Q84_Y,-0.078004182
519,Q55,DRNO_A,0.038653509
520,Q55,DRNO_B,-0.057406907
521,Q55,DRNO_C,0.051319811
522,Q55,DRNO_D,-0.007625226
523,Q55,DHISP_A,-0.014888858
524,Q55,DHISP_B,0.014888857571395566
525,Q55,DDIS_A,-0.012961076
526,Q55,DDIS_B,0.012961076433419733
527,Q55,DAGEGRP_A,0.020301386913039052
528,Q55,DAGEGRP_B,-0.020301387
529,Q55,DSUPER_A,-0.0619335
530,Q55,DSUPER_B,0.061933499513084925
531,Q55,DFEDTEN_A,0.056954772238267455
532,Q55,DFEDTEN_B,-0.086639456
533,Q55,DFEDTEN_C,0.032653584
534,Q55,DSEX_A,-0.028883118
535,Q55,DSEX_B,0.028883117922651136
536,Q55,DMIL_A,-0.02656664
537,Q55,DMIL_B,0.026566640300875695
538,Q55,DLEAVING,-0.352797837
539,Q56,Q2,0.577167757
540,Q56,Q3,0.46212224072996383
541,Q56,Q4,0.4503787579232214
542,Q56,Q6,0.5480419817458199
543,Q56,Q7,0.45315805719968055
544,Q56,Q46,0.5277711233089847
545,Q56,Q48,0.44359845214651294
546,Q56,Q49,0.4293332026967238
547,Q56,Q50,0.46884436200782753
548,Q56,Q52,0.4422198295347798
549,Q56,Q55,0.8253504024129534
550,Q56,Q56,1
551,Q56,Q57,0.6788321610341768
552,Q56,Q59,0.6733356735923991
553,Q56,Q60,0.7994320275700757
554,Q56,Q71,0.5245705719345772
555,Q56,Q72,0.47033733507443315
556,Q56,Q85,0.49868020256802087
557,Q56,Q86,0.4552088617059565
558,Q56,Q87,0.5369696106464834
559,Q56,Q88,0.4442658736095652
560,Q56,Q89,0.3131138911681969
561,Q56,row_missing_percent,-0.109657764
562,Q56,Q84_1,-0.237861535
563,Q56,Q84_2,-0.133086255
564,Q56,Q84_3,-0.175068168
565,Q56,Q84_4,-0.009523477
566,Q56,Q84_5,0.32248745887908664
567,Q56,Q84_Y,-0.033491304
568,Q56,DRNO_A,-0.005823605
569,Q56,DRNO_B,-0.00840932
570,Q56,DRNO_C,0.036300995
571,Q56,DRNO_D,-0.015047178
572,Q56,DHISP_A,-0.012755475
573,Q56,DHISP_B,0.012755474702738894
574,Q56,DDIS_A,-0.030155073
575,Q56,DDIS_B,0.030155073498381937
576,Q56,DAGEGRP_A,0.070777072
577,Q56,DAGEGRP_B,-0.070777072
578,Q56,DSUPER_A,-0.081682016
579,Q56,DSUPER_B,0.081682016
580,Q56,DFEDTEN_A,0.090262488
581,Q56,DFEDTEN_B,-0.092318868
582,Q56,DFEDTEN_C,0.004725508
583,Q56,DSEX_A,-0.003404664
584,Q56,DSEX_B,0.003404664
585,Q56,DMIL_A,-0.030845221
586,Q56,DMIL_B,0.030845221
587,Q56,DLEAVING,-0.334131907
588,Q57,Q2,0.557925703
589,Q57,Q3,0.4698943290639293
590,Q57,Q4,0.4944433472093909
591,Q57,Q6,0.5418389815069814
592,Q57,Q7,0.5175954164542869
593,Q57,Q46,0.5180130069103482
594,Q57,Q48,0.443115472
595,Q57,Q49,0.4165368560309643
596,Q57,Q50,0.4568140354349255
597,Q57,Q52,0.4436761859107565
598,Q57,Q55,0.6824862762178668
599,Q57,Q56,0.6788321610341768
600,Q57,Q57,1
601,Q57,Q59,0.6574978679379005
602,Q57,Q60,0.6380570145767585
603,Q57,Q71,0.4854547354724426
604,Q57,Q72,0.4568611240706974
605,Q57,Q85,0.48513585192299263
606,Q57,Q86,0.4612023686410255
607,Q57,Q87,0.49904620871976385
608,Q57,Q88,0.4537248724805515
609,Q57,Q89,0.3115148454521004
610,Q57,row_missing_percent,-0.084740431
611,Q57,Q84_1,-0.227284677
612,Q57,Q84_2,-0.146126336
613,Q57,Q84_3,-0.159720726
614,Q57,Q84_4,-0.013260199
615,Q57,Q84_5,0.31956311207806765
616,Q57,Q84_Y,-0.036665744
617,Q57,DRNO_A,0.049069542
618,Q57,DRNO_B,-0.044391299
619,Q57,DRNO_C,0.013985857322083248
620,Q57,DRNO_D,-0.012914748
621,Q57,DHISP_A,-0.018370598
622,Q57,DHISP_B,0.018370598
623,Q57,DDIS_A,-0.022042062
624,Q57,DDIS_B,0.022042062
625,Q57,DAGEGRP_A,0.019860417078368532
626,Q57,DAGEGRP_B,-0.019860417
627,Q57,DSUPER_A,-0.076775945
628,Q57,DSUPER_B,0.076775945
629,Q57,DFEDTEN_A,0.036865792268524204
630,Q57,DFEDTEN_B,-0.066767852
631,Q57,DFEDTEN_C,0.032307464
632,Q57,DSEX_A,-0.025568902
633,Q57,DSEX_B,0.025568902
634,Q57,DMIL_A,-0.00830727
635,Q57,DMIL_B,0.00830727
636,Q57,DLEAVING,-0.323918185
637,Q59,Q2,0.5718189475435002
638,Q59,Q3,0.44643689170969025
639,Q59,Q4,0.46105550090357317
640,Q59,Q6,0.5424549147573857
641,Q59,Q7,0.4210770863403282
642,Q59,Q46,0.5434507468941253
643,Q59,Q48,0.47750231562755197
644,Q59,Q49,0.46287213826222723
645,Q59,Q50,0.5073945690487387
646,Q59,Q52,0.526504009
647,Q59,Q55,0.6767031811023858
648,Q59,Q56,0.6733356735923991
649,Q59,Q57,0.6574978679379005
650,Q59,Q59,1
651,Q59,Q60,0.6529542294037827
652,Q59,Q71,0.4772978426989043
653,Q59,Q72,0.4697953364606913
654,Q59,Q85,0.45226043729855786
655,Q59,Q86,0.4215580922387841
656,Q59,Q87,0.48397957049447465
657,Q59,Q88,0.3728808297384809
658,Q59,Q89,0.2331390262363122
659,Q59,row_missing_percent,-0.100298181
660,Q59,Q84_1,-0.260066782
661,Q59,Q84_2,-0.141716646
662,Q59,Q84_3,-0.150794771
663,Q59,Q84_4,0.012855883940451288
664,Q59,Q84_5,0.27102644340632703
665,Q59,Q84_Y,-0.016068045
666,Q59,DRNO_A,0.023278723948868894
667,Q59,DRNO_B,-0.032502407
668,Q59,DRNO_C,0.021971235
669,Q59,DRNO_D,0.002235624
670,Q59,DHISP_A,-0.021062705
671,Q59,DHISP_B,0.021062705
672,Q59,DDIS_A,-0.023873887
673,Q59,DDIS_B,0.023873886513191105
674,Q59,DAGEGRP_A,0.042610136
675,Q59,DAGEGRP_B,-0.042610136
676,Q59,DSUPER_A,-0.042483812
677,Q59,DSUPER_B,0.042483812291331864
678,Q59,DFEDTEN_A,0.058994932
679,Q59,DFEDTEN_B,-0.066931437
680,Q59,DFEDTEN_C,0.009979381
681,Q59,DSEX_A,-0.007523724
682,Q59,DSEX_B,0.007523724
683,Q59,DMIL_A,-0.008245214
684,Q59,DMIL_B,0.008245214
685,Q59,DLEAVING,-0.348301747
686,Q60,Q2,0.5682493463149001
687,Q60,Q3,0.47042319494229995
688,Q60,Q4,0.43936218993386134
689,Q60,Q6,0.532068741
690,Q60,Q7,0.46410896611294794
691,Q60,Q46,0.4815117714529948
692,Q60,Q48,0.3941160763401134
693,Q60,Q49,0.38046042195992197
694,Q60,Q50,0.4255839433920104
695,Q60,Q52,0.3999112125391366
696,Q60,Q55,0.8051513146351423
697,Q60,Q56,0.7994320275700757
698,Q60,Q57,0.6380570145767585
699,Q60,Q59,0.6529542294037827
700,Q60,Q60,1
701,Q60,Q71,0.4894745643272801
702,Q60,Q72,0.4213380286817706
703,Q60,Q85,0.530109828
704,Q60,Q86,0.4834500421646612
705,Q60,Q87,0.5622266777849644
706,Q60,Q88,0.46314437640506506
707,Q60,Q89,0.318788187
708,Q60,row_missing_percent,-0.086998216
709,Q60,Q84_1,-0.218533325
710,Q60,Q84_2,-0.135216272
711,Q60,Q84_3,-0.155505122
712,Q60,Q84_4,0.002697771
